text,label,source_label,source
"I did not vandalize anything you dick == I have never removed an article, only edited it to better standards of scholarship and writing. If you dont like my style, do what everyone else does and edit the fucking thing ==",offensive_language,insult,external_unified_english
"""Because Peter Symonds is just as big an idiot as Bugs and Dave. Unblock me now or I will go to Arbcom and have your Adminship removed.cool """,offensive_language,insult,external_unified_english
you bitch change that image on the 4 train line article right back if you can't tell the difference between an r142 and an r142a that's your fucking problem you might as well revert the images on the b and l train line articles while you're at it,offensive_language,insult,external_unified_english
"got a fellow loser to tell me off did you? Think I give a fuck?! Block me then you co**sucker - clever people don't give a f*ck about editing Wikipedia? Just because Wikipedia has turned you into its b*tch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuc*in wretch. Now get back to looking at Raw guest hosts and other childish wrestling topics. You make me sick - a grown man devoting his life to watching basted men in pants pretending to scrap. Did you enjoy watching Randy Orton's glistening belly button and atomic wedgie last week? It's f**king amoebas like you that have kept this most pathetic excuse for entertainment going for all these years - it should have died when all the redknecks finally found out it wasn't real. How this can still be a viable business in this day and age? But when there's enough 'people' with flea brains so abysmal to sit there editing Wikipedia most minutes of the day, it's no real f**king surprise.",offensive_language,insult,external_unified_english
I've been around enough immigrants to know they're all complete assholes.,hate_speech,hate_speech,external_unified_english
LoL!! you're GAY!! you will never know how good it feels to fuck a woman up the ass!!,hate_speech,hate_speech,external_unified_english
I have so much hatrd for you immigrants.,hate_speech,hate_speech,external_unified_english
Do people really not realise that disabled people are disgusting?,hate_speech,hate_speech,external_unified_english
ignore this nut case,offensive_language,insult,external_unified_english
thank you I deeply and thoroughly apologize for the mischeif I have reaked on this knowledge-sharing site. Please let me make it up to you by being purely positive and constructive and together we can create a perfect information sharing society. Bitch.,offensive_language,insult,external_unified_english
ur a loser. i challenge u to block me. loser !!,offensive_language,insult,external_unified_english
What if we just killed all Muslims?,hate_speech,hate_speech,external_unified_english
"Don't touch my edits, mothafucka. You're just angry cos ur poem sucks.",offensive_language,insult,external_unified_english
No one else is as f1lthy as these Muslims.,hate_speech,hate_speech,external_unified_english
"Marcus Qwertyus Your a freeking homosexual. Whats your address. You want to start something, you little faggot. You suck your daddy's dick.",hate_speech,hate_speech,external_unified_english
"As I see it, we should get rid of Muslims once and for all.",hate_speech,hate_speech,external_unified_english
"Stop the blind hatred of theists and i'll think about it cuntface. You Atheists are cunts. I wish death upon your mother you sad little shit, referring to yourself in the 3rd person and quoting yourself on your user page. All Atheists have your level of arrogance. I shit on your atheist face.",hate_speech,hate_speech,external_unified_english
Showed... ...Another homo bites the dust,hate_speech,hate_speech,external_unified_english
"Hey dickhead Summerphd Why are you such a disruptive, vindictive asshole? Why did you, for exmaple, revert the last edit on the gun used in suicide of Kurt Cobaine? It's a factoid relevant to the encyclopedia article on the gun. Fuck off",offensive_language,insult,external_unified_english
"Wow you win So, you, as a Queen Bee, with your lovely photo, wanting Attention, have succeeded in getting rid of another woman's bio that I wanted posted. You do not even understand mathematics; it is beyond you You have no idea what mathematics is. Do you think calculus is the ultimate? Well it is not. You are a sockpuppet, with a fake boyfriend. You do not even understand how mathematics leads to cures for hearing impairment. Well, congratulations; I have been fired because of you, you lovely young woman with wonderful attitude. You must be so proud that you won your battle. Your are Immortal: that other woman is not, she will die within months of cancer. Make you feel good about yourself. And yes, she is notable. She will be noticed after death, like Franklin, Potter, Curie.... Kudos to you, ImmortalGoddess such a goddess, with a goddess-like-attitude. Wikipedia is such a crock. .",offensive_language,insult,external_unified_english
"You're a motherfucking prick! So, you don't agree with my comments on alcohol, huh? Well, I don't know where you live (if I did, you'd be dead by now), but you fail at life for supporting alcohol. Go kill yourself, you asshole!",offensive_language,insult,external_unified_english
you guys are awesome..i dont no mcq but he seems gay.,hate_speech,hate_speech,external_unified_english
Dumb Niggaz Yall Niggas are dumb.Sean Kingston never played biggie.I was joking around dumbfucks.,hate_speech,hate_speech,external_unified_english
yeh well ban me fukkers fuck you morons,offensive_language,insult,external_unified_english
"In a just world, Muslims like you would all be dead.",hate_speech,hate_speech,external_unified_english
Ima gona slash your tires!!!!!!!!!!!!!!!!!!!!!!!!!!!!! What the fuck is your problem you little schoolyard picnic bitch!!!!!!!!!!!!! THis is the motha fuckin guy that did the gears of war thing motha fucka. So ima get mah niggas all up in yo grill motha fucka.... Is this really how u fucking treat your motha fuckin wikipedians BITCH. IM fuck YO tires up motha FUCKA i live in the motha fuckin GANGSTA STREETS IN MOTHA FUCKIN LA MOTHA FUCKA I JUST GOT THIS MOTHA FUCKIN COMPUTER AND NOW IM GONNA BREAKIN IT OFF YOUR FUCKING EGG SHAPED HEAD BITCH!,offensive_language,insult,external_unified_english
"Well your... Well your stupidiness will be the case. Go ahead, go on! I live all the way in Moscow, and you live all the way in Singapore. Come on fool! Catch me if you can sucker! HAHAHAHAHAHAHAHA!",offensive_language,insult,external_unified_english
If only black people like you all had their throats cut.,hate_speech,hate_speech,external_unified_english
Never trust a single word said by a black person.,hate_speech,hate_speech,external_unified_english
Your blocks do not deter me I may be blocked but you are still an asshole. And coward. 93.138.126.185,offensive_language,insult,external_unified_english
"In regards to LCIstudent, and his blocking You are worthless Mr.Friday, and I didpise you. That is all for now.",offensive_language,insult,external_unified_english
I think most gay people are seriously fucked in the head.,hate_speech,hate_speech,external_unified_english
Seeing Muslims in this place makes me so angry.,hate_speech,hate_speech,external_unified_english
hello wikipedia fuckhead A-holes of the labour market are SKILLED group,offensive_language,insult,external_unified_english
Too many w3tbacks in this country.,hate_speech,hate_speech,external_unified_english
"Your ignorance So typical of admins, ganging up on others and abusing their admin powers to ruin articles.",offensive_language,insult,external_unified_english
You are nothing but a muzzie.,hate_speech,hate_speech,external_unified_english
Read This is a free country don't you think you cocksucking pricks and I will go ahead and do what I want you bitches,offensive_language,insult,external_unified_english
"Stop being idiotic Stop screwing around with the sources I added to Purple-Cow. If you continue to violate the principle of assuming good will among editors, you might be blocked from editing wikipedia. Thank you.",offensive_language,insult,external_unified_english
Gay people are just a waste of space.,hate_speech,hate_speech,external_unified_english
If only immigrants like you all had their throats cut.,hate_speech,hate_speech,external_unified_english
I'm going to stab a disabled person tomorrow.,hate_speech,hate_speech,external_unified_english
Muslims are nothing but refuse.,hate_speech,hate_speech,external_unified_english
""" You are one swell-headed prick. No one gives a shit about your opinions nor do you impress anyone with your bullshit. """"Conspiracy theorys"""" my ass. Are you one of those sapps who still insists that Oswald killed Kennedy? You probably drive a Honda or Toyota. Do you know what a Pussy looks like? ever get laid?.....""",offensive_language,insult,external_unified_english
thanks for deleting my page you fucking cock sucker i honestly hope you fucking die you god damn son of a bitch o and by the way if i im going to kill you you fucking faggot,offensive_language,insult,external_unified_english
""" Listen asshole, I'm leaving this on my page so as not disrupt the integrity of yours - I've had it with your constant pestering and what I believe is referred to as """"wikistalking."""" This entire matter has been solved and concluded however, you seem to be enjoying yourself by way of acting like a goddamned three-year-old with a wet diaper. I have no interest in engaging in tit-for-tats with some jackass who has nothing better to do with his time than needle at users who settled a matter amicably and have moved on. Cut it out, leave me alone, and move on. Feel free to erase this when you're done reading it.""",offensive_language,insult,external_unified_english
", and it's mean as shit",offensive_language,insult,external_unified_english
"PPS: by the way stop trying to become an admin asshole, you have a block log and you will never become an admin with that type of record. Or you can keep wasting your time since you have nothing better to do than to be here 24/7. You must smell like a sock by now since I'm sure you haven't showered for weeks since you're here 24/7.",offensive_language,insult,external_unified_english
HEY FUCKFACE STOP REVERTING MY PAGE U GAY LOSER! CANT U HAV SOME FUN U FUKIN NERD! THINK UR SO TUFF (BIG) DUNC? TELL ME UR ADRESS AND ILL CUM FUK U UP,offensive_language,insult,external_unified_english
YOU ARE A FAGGIT. DARRY WAS HERE AS A FAGGIT. LET ME TALK TRASH TO KURT WARNER.,offensive_language,insult,external_unified_english
"Wiki Brah So aren't you the just a good wiki-citizen, reverting all my edits right? Want to keep up with me every day, day in and day out, for the next ten years? Through the next three American Preisdents, our marriages, kids, grandkids, trips back to Brasil, all that stuff? You with me through all that, kiddo? You better watch your fucking shit with me, son, you have no idea what the fuck you're getting into. Obrigado,",offensive_language,insult,external_unified_english
fuck you motherfucker.there i said it again bitch,offensive_language,insult,external_unified_english
""" Seriously By god, who the fuck made you special? Don't deem my factual entries """"unusful"""". Fuck you.""",offensive_language,insult,external_unified_english
"Fuck you, you psychotic fanboy retard.",offensive_language,insult,external_unified_english
Muslims should be dumped in a landfill.,hate_speech,hate_speech,external_unified_english
You are nothing but a tranny.,hate_speech,hate_speech,external_unified_english
"haha, you suck You suck John Reaves, way to stand up for your boyfriend you loser. By the way, I think HangingCurve told you but in case you didn't know, that was ! If you can still remember, you actually UNblocked Safwwefe in May 2007 per good article and on immediately reblockable condition. That was probably the worst unblock ever on Wikipedia! A few days later Safwwefe abused socks and was blocked again and that's not over! Over the years (2007-09) Safweefe returned to continue the same pattern sometimes making some good edits but abusing again. A notable sock was Brave warrior. And then comes the community ban by Blueboy96/HangingCurve for inappropriate edits to Barack Obama article. Then, Safwwefe returned in 2013 to troll former editors he's been in dispute with, mostly Blueboy96/HangingCurve, but maybe Safwwefe should troll you instead now! Can't believe you actually unblocked Safwwefe, look at how that turned out you fucken idiot admin }}",offensive_language,insult,external_unified_english
Just a bunch of 2 inch gay fuckers slapping each other on the backs for being cocksmoking losers,hate_speech,hate_speech,external_unified_english
I h4te gay people.,hate_speech,hate_speech,external_unified_english
( ) oh no! blocked from wikipedia! my life is OVER!!!!!!!!! eat my fucking pussy you whore.,hate_speech,hate_speech,external_unified_english
""" Fuck you Re: """"mark williams radio host"""" and """"ground zero mosque"""" you vandalizing asswhipe....... landing gear from one of the aircraft and bits and pieces of several people were found inside this building, which itself is less than 60 feet from another that was destroyed..... so fuck you and everybody who looks like you moslem mental retards here... that is fucking """"Ground Zero"""" so blow me and suck each other dry. Fuck you""",hate_speech,hate_speech,external_unified_english
BANNED! Stupid vandalizing moron. Leave the editing to people who have a clue about boxing you fucking spastic.,offensive_language,insult,external_unified_english
"Wiki Admin Suck You fucking bitch shut the fuck up you ass hole all u wiki admin are asholes just cuz u can do whatever u want fuck you dianna,teles,burtalbert and the one i mean the most jimmy wales fuck all you admin bitch",offensive_language,insult,external_unified_english
""" WTF you Talking F*cker? You stupid ars*hole. Your momma is b*tch. Talk people with respect you S.O.B. Summon """,offensive_language,insult,external_unified_english
Haha!! You're both such losers!,offensive_language,insult,external_unified_english
"okay that was gay like me....absolutely....uninformative, gay like me im gay mutha fucka! ooo i want sum cock ass hairy balls1 im gay",hate_speech,hate_speech,external_unified_english
"Bullshit. Go to hell, you fucking vandal.",offensive_language,insult,external_unified_english
Especially you Fuck you for fucking up wikipedia. You can rot in hell you piece of shit.,offensive_language,insult,external_unified_english
There is nothing worse than a disabled person.,hate_speech,hate_speech,external_unified_english
"What the fuck. Really? Blackmetalbaz comes to MY talk page, provoces me, and I am blocked from editing? Wikipedia is run by fucking retards. Go fuck yourself, I'm out.",offensive_language,insult,external_unified_english
"Anti-Russian movement in Central Asia For one years ago we established a network of a Central Asian youth party that is motivated to act against pig-like Russians. We won´t let your children alive in our countries till the last dirty slavic Russian leave our countries, from Caucasia to south Russia. Your sons and daughters you send to our countries will lose their heads. Kill one Caucasian and Central Asian and we will kill for every single individual exactly 32 Russians. Death to dirty slavic Russians!!! Germans kille you dirty slavic bastards and we will kill you dirty slavic bastards. You are born to serve non-slavics...not the other way round. Sieg, Heil Islam o Gorgon!",hate_speech,hate_speech,external_unified_english
""" What The fuck is going on here................ I don't even know if I should bother trying to fix this or just use my second account permanently. Shit, Indrian and Times probably playing some shit game here pretending to act like me and got all this shit on my page. I knew there was something wrong with those assholes when i saw them the first time. Guess I'll have to abandon this account. Hey you still need to learn how to read links! Don't think I forgot! This isn't funny asshole! Guess what? I have been using another account and you don't even know what it is since the very first time I was blocked! Ha, keep playing your games, you aren't preventing me from editing piece of shit. Oh and don't think I forgot about your 5 year old temper issues when anyone tries and fixes issues with your precious Dreamcast punk ass bitch. Lol, you guys did a number on this account. Probably found out what program I was using for the first BS account you made. I am impressed with how much damage you have done to this account, but it really means nothing when I am still editing every day on my personal internet and you have no idea which account it is. Oh and no it's not using a proxy or a public wifi spot. Heck, I may even try reporting this, all you idiots did was use proxy's, if I post on this account on my personal connection, and THEN appeal this I might just get my account back and get you idiots banned. I know exactly what you are going to do after this to wait until I log off, and then pounce with a new account. Sadly, looking at all this crap in my talk page, an admin would have to be retarded to not see how many of these """"accounts"""" that are proxies and not actual connections. You can only hide the smell of rotten fish for awhile before someone notices. Shit, may was well clean this shit up. Oh wait a second one more thing, , what kind of retarded admin are you when having a bunch of almost all accounts pretending to be me are all on proxies and not ONE of them acts like me (did you even see my history?), and not one uses a real connection? Got that brain damage you do. had to put that in bold to be clear. Warning me about an indefinite block, lol, what does that matter, you already screwed up noticing what a 5 year old would have noticed by now. Any person would be frustrated by the silliness of this nonsense. I would appeal but something tells me to much shit damage and retarded admins will make this impossible, and I would rather not use the IP of my other account (using a real connection n my personal internet) because then you guys will probably be jackass and deleted for fun, look at this page! All this shit and nothing clicked in your small head? Amazing wikipedia. Also I need to take note to stay away from low ranked video game pages and focus on popular until you guys get tired of the act. Also I KNOW you guys got an account that is going to post a bit after I submit this post I SAW him and he did the EXACT same thing 3 of the duded did, you guys need help, I can't believe not one guy was not like """"this shit don't make sense"""" for a whole second. Amazing. Alright, so clean this page and leave this message here. Erase other extra crap. Alright, looks like we are in business. BTW, I know this is probably bull, but if any of you two actually are not trolling, which is highly unlikely, than post request an admin to come by so I can clear this account up. But I have this sinking feeling you guys all knew what's been going on here this whole time, and I have no patience to search through tons of pages to find ONE contact I can talk to about this block, so you might have this account, but you won't get the other one. Suck doesn't it? Until then, I will be going about my day and you guys will most likely probably still be doing this for X amount of days cause I guess you think it's funny? Yeah. List of trolls The official list of either trolls who got nothing better to do, or user who actually are so dumb that when the same thing happens over and over again the same way, they don't realize that there's something amiss. One is a shit admin that posted a warning on this page. Two I had to deal with multiple times, and it seems they got something against me because they are making accounts trying to make admins believe they are me, yet they act more like them, even their edit summaries are just like theirs. If there are any sane admins left drop me a message so we can have a private conversation and I can prove things to open this account back up. In the mean time, I will be posting with my second account. It seems like t",offensive_language,insult,external_unified_english
you suck You suck gurch,offensive_language,insult,external_unified_english
"Again, comparing the Kiedis images, are you a retard or simply still in kindergarden ?",offensive_language,insult,external_unified_english
Tobbst1 You have challeng3ed me baby fucker.,offensive_language,insult,external_unified_english
All the trans people in this country are pissing me off so much.,hate_speech,hate_speech,external_unified_english
"I am sure that you are the SON of one of those 15,000 moslem women who were raped in Ranchi Prison by Hindu-Sikh soldiers, though reality never comes out its not difficult to think that those muslim women lived in that prison for over 1 year and some of them also bore child or Hindu-Sikh soldiers.",hate_speech,hate_speech,external_unified_english
Just another white supremacist dog. 'nuff said. Only a motherfucker shoots prisoners. Res2216firestar has been reverting this for some time. I wonder if his this pig's descendant?,offensive_language,insult,external_unified_english
You are one of the worst page vandals I have ever seen. Your repeated vandalism of a user page shows what a pathetically insecure individual you are.,offensive_language,insult,external_unified_english
"You can block and block and suck my cock but nothing can stop freedom of speech. In the end, America wins. We always do. Ask Saddam. My sockpuppet army is on the march. 02:13, 30 Mar 2005 (UTC)",offensive_language,insult,external_unified_english
Fuck you Fuck off you stupid bitch (142.162.85.92 ),offensive_language,insult,external_unified_english
""" Threshold of truth Let's just print a bunch of lies, and stomp on anyone who dares to offer an alternate opinion. My word is good enough for ABC World News Tonight, but not you lot. Let's """"verify"""" our information based on statements made by morons, totally ignorant on the subject matter. My work is called, """"shit"""" and """"fake"""", but yet, you do nothing to your buddy. You shameful, power-hungry little people with no lives.""",offensive_language,insult,external_unified_english
"REPLY ABOVE: That was me, loser. The UN defines Vietnam to be part of Southeast Asia. And far as I know Vietnam is part of ASEAN, and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese (as in proper Yangtze Han Chinese, not the fringe indigenous tribes in Guangzhou/Guangxi). Just admit that you vietnamese are all a bunch of wannabe crap people. ALL the east asian people I've spoken to thinks of Vietnam as a very integral part of SEA, and we all think you're backward, dirty and speak in a horrible swearing language. Doesn't matter what crap you spout on Wikipedia, won't change the way people in the real world think.",offensive_language,insult,external_unified_english
Why don't we just get rid of Muslims once and for all?,hate_speech,hate_speech,external_unified_english
Cheerleader Your a dumb ass for actually caring anything about cheerleading.,offensive_language,insult,external_unified_english
FORGOT TO SIGN IT. You're an IDIOT.,offensive_language,insult,external_unified_english
"At least I'm trying, your M.O. basically seems to be an asshole to people who are trying to contribute. What have you done?",offensive_language,insult,external_unified_english
""" Image caption - Homosexual? The second image of an infected persons back has a caption which reads: """"A 23-year-old homosexual man had an intensely pruritic, papulonodular eruption over his arms and back."""" How is the fact, that the man is homosexual, relevant? The sexual orientation does not change the course of the desease and I believe that the comment could enforce the stereotype, that homosexual people are all infected with STDs. I think it should just say """"A 23-year-old man..."""" 88.217.49.147 """,hate_speech,hate_speech,external_unified_english
bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth,offensive_language,insult,external_unified_english
Most Muslims are seriously fukced in the head.,hate_speech,hate_speech,external_unified_english
"You wicked scoundrel. Ohnoitsjamie, I hate you, you fool. You think you are a top WP editor. I am envious of you, idiot. May you fail in all your attempts. may you get pregnant and have a miscarriage. You are a dirty, wicked beast! A rascal, a scoundrel and feces-eating mongrel. Dirty jackass, do you have any sense left in you? Now its up to you to decide if I really meant what I said. An old friend (now in IN). -59.95.27.219",offensive_language,insult,external_unified_english
"FUck you Orange Suede Sofa FUck you Orange Suede Sofa, Megizue, Dreaded Walrus and J. Delanoy. You wanna be cyber bullied for personal attacks? Anonymous hates you.",offensive_language,insult,external_unified_english
Too many fags in this country.,hate_speech,hate_speech,external_unified_english
Typical c0on behaviour.,hate_speech,hate_speech,external_unified_english
Robbie Hummel Way to speedy delete my Robbie Hummel article! It's now a real article and you can't do anything about it. I can't believe you would do this to me. You must hate black people.,hate_speech,hate_speech,external_unified_english
fucking fite me why did you edit my page youre a top class tallywacker i saw your nan in lidl,offensive_language,insult,external_unified_english
Clearly Muslims are not our equal.,hate_speech,hate_speech,external_unified_english
I'd be okay with disabled people if they weren't such massive scumbags.,hate_speech,hate_speech,external_unified_english
If only trans people like you all had their throats cut.,hate_speech,hate_speech,external_unified_english
"As I see it, we should get rid of immigrants once and for all.",hate_speech,hate_speech,external_unified_english
Why don't you fuck off you little prick 2.121.96.34,offensive_language,insult,external_unified_english
I'm just getting recent pics of somebody & an uneducated dufus came & removed my recent pics so help me get recent pics & try reporting that dufus & that idiot's user is Lil crazy thing.User:Pic Business,offensive_language,insult,external_unified_english
"Let the fight go on Basically i don't give flying fuck what the majority of people call the british isles i'm sure the majority of people think you are a ballbag but does that make that so ( well maybe in this case). I'm not going to give up on this issue and i don't care how many times you change the name i'm going to change it back. I see you have already had this debate with a fellow irishman and you were conquered yet you still decided to put british isles back on. I don't think so, I will not have Padraig Pearse, James Connolly, Thomas Clarke, Bobby Sands, Francis Hughes etc etc etc etc etc graves spat on by the like of you, because millions have died to for the cause and i will not have it belittled. Tiocfaidh ar la",offensive_language,insult,external_unified_english
"You just make me laugh HAHAHAHAHAHA so you are some aussie bitch hiding behind a computer and changing what i write, im half abo half lebo so i am the truth u cannot face but your girlfriend faces every night ;)",offensive_language,insult,external_unified_english
Isn't it clear how much hatred I have for you Muslims?,hate_speech,hate_speech,external_unified_english
"Jack and Jill Eric, thank you for your contribution, but I think the version I put up is more accurate and I have properly sourced it. Please leave as is. Thanks and keep on wiking! You may wish to check out Uncyclopedia. They welcome that sort of thing. '''''' (talk · contribs · email) I much prefer posting here than Uncyclopedia, especially since the version I put up is factually true. Please stop censoring me, that's not very nice! Now go fuck yourself, you nerd!",offensive_language,insult,external_unified_english
You're an idiot. What I have said repeatedly is that the system is corrupt. Fatuorum,offensive_language,insult,external_unified_english
I want to klil all disabled people.,hate_speech,hate_speech,external_unified_english
Fuck you you fucking pig! You motherfucking pig.,offensive_language,insult,external_unified_english
Dude. Place the following in the large text box: Please stop raping little boys in the anus. Don't you know that's illegal?,offensive_language,insult,external_unified_english
"Hey, read my lips: FUCK YOU. And keep off my page, I don't want to see you here again.",offensive_language,insult,external_unified_english
and when i done popin 17 1/2 capp in yo black a$$ ima cut off you man jewls and sell them on ebay yeah some luck guy is gonna be eatn yo sht in africa,hate_speech,hate_speech,external_unified_english
"Cunt Editing You should be added to the list I was creating, ergo you are a cunt.",offensive_language,insult,external_unified_english
"fuck you Picka ti Machina Youve been reverted, so fuck ya back How about you vandalise my page again, ill revert it, and get your good self blocked for an extended period of time. fuck you. i'm gonna find ya, harass ya, then fuckin kill ya because you are a fuckin gross lesbian.",hate_speech,hate_speech,external_unified_english
Trollop Stop fucking your computer you meth adicted nazi twat,hate_speech,hate_speech,external_unified_english
"Hey asshole I don't appreciate your fucking condescension. Yeah, that's right, I wikilinked it so you can look up those big words that so elude you. You better Shut The Fuck Up and shove your Wikipedian Assholifity (yeah i made up that word what are gonna do sue me, huh bitch?) right up your sore-from-taking-it-up-the-ass asshole. I saw an attempt to give a nice little wikilink to a fun English usage, and you just fuck everything up. I'm gonna be bold, not like fucking pussies such as yourself.",offensive_language,insult,external_unified_english
You're seriously a moron. 86.44.33.121,offensive_language,insult,external_unified_english
ugly fucker who sucks cocks,offensive_language,insult,external_unified_english
"editheadz You, sir, are an idiot. I have moved our text here: http://www.freearchive.org/wiki2/index.php/Tape_editing see if we care. It's not that wikipedia means anything, you know? Your bullshit administrators ruin everything anyway. Pull your crap on your dogs or cats or kids, we don't care for it.",offensive_language,insult,external_unified_english
And you are a jackass for doing so. The same disclaimer is on EVERY HIV antibody kit with very little variation.,offensive_language,insult,external_unified_english
You are nothing but a f a g.,hate_speech,hate_speech,external_unified_english
""" Hey donkey Hey donkey, your Dad is coming. — Preceding unsigned comment added by 117.196.229.56 Enjoying the creepy messages? Enjoying all these creepy messages son? — Preceding unsigned comment added by 117.196.229.56 """,offensive_language,insult,external_unified_english
You gay people are all dishonest.,hate_speech,hate_speech,external_unified_english
stop reverting my edit your so fucken gay get a fucken life your fagot or go get laid or something,hate_speech,hate_speech,external_unified_english
All women are such massivescumbags.,hate_speech,hate_speech,external_unified_english
you are an idiot. i am NOT RACIST! but you are an IDIOT!,hate_speech,hate_speech,external_unified_english
"GET SOME GLASSES YOU MENTAL FAGOTs, IM Calling you the idiots SHITheads!!!!! What the F@#%k is wrong with you.",hate_speech,hate_speech,external_unified_english
STOP EDITING DUMBASS! —Preceding unsigned comment added by 98.169.241.244,offensive_language,insult,external_unified_english
"To my mind, black lives are worth absolutely nothing.",hate_speech,hate_speech,external_unified_english
HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!! WHEN MY BAN EXPIRES TOMMORROW IM COMING AFTER YOUR GAY ASS ACCOUNT!!!,hate_speech,hate_speech,external_unified_english
Of course the womn was the worst of all these motherfuckers.,hate_speech,hate_speech,external_unified_english
Swarms of trans people are infesting our government.,hate_speech,hate_speech,external_unified_english
""" Camille Paglia Catamorphism, I don't know who the hell you are and I don't care. Camille Paglia is not a """"sex-positive feminist""""?????? Are you fucking nuts?? Do you know anything at all about her or what you are talking about?? Before you maliciously vandalize this article again with your bigotry and arrogance, maybe you should do some research on the subject. And if you take her name out of the article again, I will simply reverse your action!!!! Two can play your game! Wikipedia will not be held hostage to cretins like you who need to distort and deny plain facts to suit your own Orwellian agendas!!!!""",offensive_language,insult,external_unified_english
Somebody should just stab those immigrants.,hate_speech,hate_speech,external_unified_english
you son of a bitch...i can get more unblocks you dumbass. you fag do you wanna suck my dick....you fag or do you wanna take it in the ass...my dick is out for you....hahahah..i am getting my friends today to swarm this site to take over},offensive_language,insult,external_unified_english
Those immigrants will stop laughing when I start shooting them.,hate_speech,hate_speech,external_unified_english
you are a mother fucker,offensive_language,insult,external_unified_english
"FUCK THE CRIMINAL PARTY OF CHINA ALSO KNOWN AS CPC AND FUCK YOU, STUPID BASTARD....YOU FOREIGNERS SUCK DICK. WHAT HAS CHINA DEVELOPED IN MODERN TIMES? SQUAT. SO SHOVE IT ASSHOLE, YOU KNOW AMERICA COULD KICK YOUR CPC'S ASS ANYDAY, IN ADDITION TO N KOREA, RUSSIA AND VIETNAM. THROW IN IRAN TOO. IF WE WANTED, WE COULD TAKE ALL OF YOU ON, PIECE OF DOG SHIT. OH WAIT, I FORGOT, YOU EAT DOG",hate_speech,hate_speech,external_unified_english
